Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
BMAL1,Basic Helix-Loop-Helix ARNT Like 1,Protein Coding,48,GC11P013277,2.817157507,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMAL1
CCNB1,Cyclin B1,Protein Coding,53,GC05P069167,2.814602613,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNB1
CNOT6,CCR4-NOT Transcription Complex Subunit 6,Protein Coding,43,GC05P180494,2.811723232,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNOT6
AR,Androgen Receptor,Protein Coding,59,GC0XP067544,2.792662859,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AR
E2F4,E2F Transcription Factor 4,Protein Coding,51,GC16P067192,2.783722878,https://www.genecards.org/cgi-bin/carddisp.pl?gene=E2F4
HSPA8,Heat Shock Protein Family A (Hsp70) Member 8,Protein Coding,56,GC11M123057,2.782197475,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA8
CDKN2AIP,CDKN2A Interacting Protein,Protein Coding,43,GC04P183444,2.756615162,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2AIP
SOD2,Superoxide Dismutase 2,Protein Coding,53,GC06M159669,2.746155739,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD2
HSPD1,Heat Shock Protein Family D (Hsp60) Member 1,Protein Coding,55,GC02M197486,2.745383739,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPD1
GAPDH,Glyceraldehyde-3-Phosphate Dehydrogenase,Protein Coding,57,GC12P024813,2.737269878,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAPDH
TERF2IP,TERF2 Interacting Protein,Protein Coding,48,GC16P075647,2.7356987,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TERF2IP
HLA-G,"Major Histocompatibility Complex, Class I, G",Protein Coding,50,GC06P096047,2.733286858,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-G
RPS6KB1,Ribosomal Protein S6 Kinase B1,Protein Coding,55,GC17P059893,2.719163895,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KB1
HSPA1A,Heat Shock Protein Family A (Hsp70) Member 1A,Protein Coding,53,GC06P096117,2.719163895,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA1A
NOTCH1,Notch Receptor 1,Protein Coding,59,GC09M137930,2.717885494,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOTCH1
IGF2,Insulin Like Growth Factor 2,Protein Coding,55,GC11M004920,2.704458237,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2
STUB1,STIP1 Homology And U-Box Containing Protein 1,Protein Coding,53,GC16P014408,2.704458237,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STUB1
AFP,Alpha Fetoprotein,Protein Coding,53,GC04P073431,2.696138859,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFP
IL1B,Interleukin 1 Beta,Protein Coding,54,GC02M112829,2.682164192,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1B
E2F3,E2F Transcription Factor 3,Protein Coding,48,GC06P020402,2.680597067,https://www.genecards.org/cgi-bin/carddisp.pl?gene=E2F3
CNOT6L,CCR4-NOT Transcription Complex Subunit 6 Like,Protein Coding,41,GC04M077713,2.673810959,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNOT6L
FGFR1,Fibroblast Growth Factor Receptor 1,Protein Coding,63,GC08M038400,2.670312881,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR1
TGFB2,Transforming Growth Factor Beta 2,Protein Coding,58,GC01P218345,2.670312881,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFB2
XRCC6,X-Ray Repair Cross Complementing 6,Protein Coding,52,GC22P047655,2.658005238,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XRCC6
MFN1,Mitofusin 1,Protein Coding,47,GC03P179347,2.657798767,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFN1
CTSD,Cathepsin D,Protein Coding,59,GC11M001752,2.652516842,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSD
SOD1,Superoxide Dismutase 1,Protein Coding,60,GC21P031659,2.647471905,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD1
TNF,Tumor Necrosis Factor,Protein Coding,59,GC06P096100,2.642308712,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNF
PSMC4,"Proteasome 26S Subunit, ATPase 4",Protein Coding,47,GC19P076194,2.638643265,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMC4
SERPINE1,Serpin Family E Member 1,Protein Coding,57,GC07P101127,2.628485918,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINE1
MMP7,Matrix Metallopeptidase 7,Protein Coding,54,GC11M104096,2.620799065,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP7
LATS1,Large Tumor Suppressor Kinase 1,Protein Coding,51,GC06M149658,2.620288134,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LATS1
MAD2L1,Mitotic Arrest Deficient 2 Like 1,Protein Coding,51,GC04M120055,2.619298458,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAD2L1
HOTAIR,HOX Transcript Antisense RNA,RNA Gene,27,GC12M053962,2.619298458,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOTAIR
H1-5,"H1.5 Linker Histone, Cluster Member",Protein Coding,47,GC06M075741,2.608787298,https://www.genecards.org/cgi-bin/carddisp.pl?gene=H1-5
NR1H2,Nuclear Receptor Subfamily 1 Group H Member 2,Protein Coding,53,GC19P050329,2.604618549,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1H2
ZSCAN4,Zinc Finger And SCAN Domain Containing 4,Protein Coding,40,GC19P057651,2.598665237,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZSCAN4
PLK1,Polo Like Kinase 1,Protein Coding,58,GC16P024836,2.597625494,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLK1
FGF2,Fibroblast Growth Factor 2,Protein Coding,52,GC04P122826,2.594785452,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF2
DCLRE1B,DNA Cross-Link Repair 1B,Protein Coding,41,GC01P113905,2.58189249,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCLRE1B
MIF,Macrophage Migration Inhibitory Factor,Protein Coding,55,GC22P023894,2.579309225,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIF
MSN,Moesin,Protein Coding,55,GC0XP065588,2.567880869,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSN
CPEB1,Cytoplasmic Polyadenylation Element Binding Protein 1,Protein Coding,44,GC15M082543,2.567618847,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPEB1
BIRC5,Baculoviral IAP Repeat Containing 5,Protein Coding,52,GC17P078214,2.531093836,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIRC5
LOC110806263,TERT 5' Regulatory Region,Functional Element,4,GC05P001294,2.51194644,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC110806263
PIK3CA,"Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Alpha",Protein Coding,59,GC03P179148,2.507330894,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CA
ZEB1,Zinc Finger E-Box Binding Homeobox 1,Protein Coding,56,GC10P031318,2.507330894,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZEB1
BHLHE40,Basic Helix-Loop-Helix Family Member E40,Protein Coding,47,GC03P004980,2.493237019,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BHLHE40
CDKN2C,Cyclin Dependent Kinase Inhibitor 2C,Protein Coding,51,GC01P050960,2.492521763,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2C
CEBPB,CCAAT Enhancer Binding Protein Beta,Protein Coding,50,GC20P050190,2.492521763,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEBPB
TKT,Transketolase,Protein Coding,52,GC03M053224,2.480240345,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TKT
MAP2K7,Mitogen-Activated Protein Kinase Kinase 7,Protein Coding,52,GC19P007903,2.477538109,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K7
SPACDR,Sperm Acrosome Developmental Regulator,Protein Coding,35,GC07M103699,2.472024918,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPACDR
VIM,Vimentin,Protein Coding,57,GC10P017227,2.470331192,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VIM
CHEK1,Checkpoint Kinase 1,Protein Coding,56,GC11P125625,2.470331192,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHEK1
MIR23A,MicroRNA 23a,RNA Gene,23,GC19M014851,2.465187073,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR23A
TFDP1,Transcription Factor Dp-1,Protein Coding,49,GC13P113584,2.435422897,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFDP1
ABL1,"ABL Proto-Oncogene 1, Non-Receptor Tyrosine Kinase",Protein Coding,59,GC09P130713,2.434862137,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABL1
EGR1,Early Growth Response 1,Protein Coding,52,GC05P138465,2.429405212,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGR1
HDAC4,Histone Deacetylase 4,Protein Coding,59,GC02M239048,2.428066254,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC4
CCNE1,Cyclin E1,Protein Coding,55,GC19P029811,2.426419497,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNE1
CDKN2D,Cyclin Dependent Kinase Inhibitor 2D,Protein Coding,46,GC19M010566,2.426419497,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2D
FIS1,"Fission, Mitochondrial 1",Protein Coding,44,GC07M101239,2.425138712,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FIS1
KDM5B,Lysine Demethylase 5B,Protein Coding,52,GC01M202696,2.424261093,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM5B
UHRF1,Ubiquitin Like With PHD And Ring Finger Domains 1,Protein Coding,46,GC19P005049,2.424261093,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UHRF1
EEF1A1,Eukaryotic Translation Elongation Factor 1 Alpha 1,Protein Coding,50,GC06M075516,2.419945955,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF1A1
SKP2,S-Phase Kinase Associated Protein 2,Protein Coding,50,GC05P036151,2.391066551,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKP2
ARG2,Arginase 2,Protein Coding,51,GC14P067619,2.382384777,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARG2
G6PD,Glucose-6-Phosphate Dehydrogenase,Protein Coding,57,GC0XM154568,2.376931429,https://www.genecards.org/cgi-bin/carddisp.pl?gene=G6PD
VTI1B,Vesicle Transport Through Interaction With T-SNAREs 1B,Protein Coding,46,GC14M067647,2.360447407,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VTI1B
NEK6,NIMA Related Kinase 6,Protein Coding,46,GC09P124259,2.360440731,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEK6
EHMT2,Euchromatic Histone Lysine Methyltransferase 2,Protein Coding,52,GC06M031879,2.354609489,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EHMT2
CCNA1,Cyclin A1,Protein Coding,48,GC13P036431,2.354609489,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNA1
SUZ12,SUZ12 Polycomb Repressive Complex 2 Subunit,Protein Coding,48,GC17P031937,2.354609489,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUZ12
H3-4,"H3.4 Histone, Cluster Member",Protein Coding,44,GC01M228427,2.354609489,https://www.genecards.org/cgi-bin/carddisp.pl?gene=H3-4
HSPB1,Heat Shock Protein Family B (Small) Member 1,Protein Coding,59,GC07P076302,2.350140572,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPB1
CD36,CD36 Molecule,Protein Coding,56,GC07P080369,2.350140572,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD36
AGO2,Argonaute RISC Catalytic Component 2,Protein Coding,50,GC08M140522,2.350140572,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGO2
DUSP3,Dual Specificity Phosphatase 3,Protein Coding,51,GC17M043766,2.348921537,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP3
RNF2,Ring Finger Protein 2,Protein Coding,51,GC01P185045,2.348243237,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF2
RING1,Ring Finger Protein 1,Protein Coding,48,GC06P033208,2.348243237,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RING1
KMT5A,Lysine Methyltransferase 5A,Protein Coding,50,GC12P127430,2.343447685,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KMT5A
AURKA,Aurora Kinase A,Protein Coding,57,GC20M056370,2.342906713,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AURKA
CENPA,Centromere Protein A,Protein Coding,44,GC02P026765,2.322706699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CENPA
H2AZ1,H2A.Z Variant Histone 1,Protein Coding,47,GC04M099949,2.3191576,https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AZ1
H2AJ,H2A.J Histone,Protein Coding,39,GC12P025273,2.3191576,https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AJ
MIR21,MicroRNA 21,RNA Gene,26,GC17P067479,2.315995455,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR21
SRSF3,Serine And Arginine Rich Splicing Factor 3,Protein Coding,47,GC06P096234,2.313703299,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF3
LINC-PINT,"Long Intergenic Non-Protein Coding RNA, P53 Induced Transcript",RNA Gene,23,GC07M130795,2.313703299,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC-PINT
TNFSF13,TNF Superfamily Member 13,Protein Coding,52,GC17P007558,2.307995796,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF13
IL24,Interleukin 24,Protein Coding,48,GC01P206897,2.307995796,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL24
ERBB2,Erb-B2 Receptor Tyrosine Kinase 2,Protein Coding,62,GC17P039687,2.305906773,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERBB2
HDAC9,Histone Deacetylase 9,Protein Coding,56,GC07P018086,2.305906773,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC9
PRMT1,Protein Arginine Methyltransferase 1,Protein Coding,55,GC19P049675,2.305906773,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRMT1
GADD45A,Growth Arrest And DNA Damage Inducible Alpha,Protein Coding,50,GC01P067685,2.305906773,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GADD45A
RARA,Retinoic Acid Receptor Alpha,Protein Coding,57,GC17P040309,2.303687811,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RARA
WNT5A,Wnt Family Member 5A,Protein Coding,56,GC03M055465,2.298199654,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT5A
ABI3BP,ABI Family Member 3 Binding Protein,Protein Coding,43,GC03M100749,2.298199654,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABI3BP
INS,Insulin,Protein Coding,54,GC11M002159,2.284325838,https://www.genecards.org/cgi-bin/carddisp.pl?gene=INS
SMARCD1,"SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily D, Member 1",Protein Coding,49,GC12P050085,2.282033682,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCD1
IGF1R,Insulin Like Growth Factor 1 Receptor,Protein Coding,61,GC15P098648,2.273062229,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF1R
ING2,Inhibitor Of Growth Family Member 2,Protein Coding,42,GC04P183504,2.268097401,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ING2
DNMT1,DNA Methyltransferase 1,Protein Coding,59,GC19M010133,2.265571833,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNMT1
PRKCA,Protein Kinase C Alpha,Protein Coding,57,GC17P066302,2.26498127,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCA
SIRT2,Sirtuin 2,Protein Coding,55,GC19M038878,2.250301123,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT2
SERPINF1,Serpin Family F Member 1,Protein Coding,53,GC17P001948,2.248586178,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINF1
CDC27,Cell Division Cycle 27,Protein Coding,50,GC17M047117,2.246688604,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC27
ANAPC7,Anaphase Promoting Complex Subunit 7,Protein Coding,48,GC12M110372,2.246688604,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANAPC7
PHC2,Polyhomeotic Homolog 2,Protein Coding,46,GC01M033484,2.246688604,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHC2
ANAPC5,Anaphase Promoting Complex Subunit 5,Protein Coding,43,GC12M121308,2.246688604,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANAPC5
ANAPC4,Anaphase Promoting Complex Subunit 4,Protein Coding,42,GC04P025379,2.246688604,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANAPC4
H1-1,"H1.1 Linker Histone, Cluster Member",Protein Coding,42,GC06M026047,2.246688604,https://www.genecards.org/cgi-bin/carddisp.pl?gene=H1-1
LGALS3,Galectin 3,Protein Coding,52,GC14P055124,2.243308067,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS3
KL,Klotho,Protein Coding,55,GC13P033016,2.228746414,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KL
AGT,Angiotensinogen,Protein Coding,56,GC01M230690,2.218528271,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGT
ZMPSTE24,Zinc Metallopeptidase STE24,Protein Coding,48,GC01P040258,2.217960596,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZMPSTE24
MIR146A,MicroRNA 146a,RNA Gene,25,GC05P160485,2.211657524,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR146A
DICER1,"Dicer 1, Ribonuclease III",Protein Coding,56,GC14M095086,2.181894064,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DICER1
RPS27A,Ribosomal Protein S27a,Protein Coding,48,GC02P055231,2.181245327,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS27A
TFDP2,Transcription Factor Dp-2,Protein Coding,44,GC03M141944,2.181245327,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFDP2
H1-3,"H1.3 Linker Histone, Cluster Member",Protein Coding,43,GC06M075740,2.181245327,https://www.genecards.org/cgi-bin/carddisp.pl?gene=H1-3
PTTG1,"PTTG1 Regulator Of Sister Chromatid Separation, Securin",Protein Coding,47,GC05P160422,2.176776409,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTTG1
RAD50,RAD50 Double Strand Break Repair Protein,Protein Coding,56,GC05P132556,2.174878836,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD50
H1-2,"H1.2 Linker Histone, Cluster Member",Protein Coding,46,GC06M026056,2.174878836,https://www.genecards.org/cgi-bin/carddisp.pl?gene=H1-2
H3C1,H3 Clustered Histone 1,Protein Coding,44,GC06P095881,2.174878836,https://www.genecards.org/cgi-bin/carddisp.pl?gene=H3C1
H2BC5,H2B Clustered Histone 5,Protein Coding,40,GC06P097032,2.174878836,https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2BC5
PTPRB,Protein Tyrosine Phosphatase Receptor Type B,Protein Coding,52,GC12M070516,2.170083523,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRB
MARCHF5,Membrane Associated Ring-CH-Type Finger 5,Protein Coding,42,GC10P095666,2.170083523,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARCHF5
MAPT,Microtubule Associated Protein Tau,Protein Coding,57,GC17P045894,2.163426638,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPT
SPARC,Secreted Protein Acidic And Cysteine Rich,Protein Coding,56,GC05M151661,2.163426638,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPARC
PRPF19,Pre-MRNA Processing Factor 19,Protein Coding,44,GC11M060890,2.147869349,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF19
IGFBP3,Insulin Like Growth Factor Binding Protein 3,Protein Coding,54,GC07M045912,2.139199257,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP3
NOS2,Nitric Oxide Synthase 2,Protein Coding,56,GC17M027756,2.12704277,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS2
RAF1,"Raf-1 Proto-Oncogene, Serine/Threonine Kinase",Protein Coding,61,GC03M012583,2.125922918,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAF1
MYBL2,MYB Proto-Oncogene Like 2,Protein Coding,49,GC20P043667,2.125922918,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYBL2
CALR,Calreticulin,Protein Coding,58,GC19P012938,2.125355005,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALR
NFIC,Nuclear Factor I C,Protein Coding,46,GC19P003314,2.123630762,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFIC
MIR29A,MicroRNA 29a,RNA Gene,24,GC07M130876,2.123630762,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR29A
CAVIN1,Caveolae Associated Protein 1,Protein Coding,48,GC17M054246,2.110869408,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAVIN1
TLR2,Toll Like Receptor 2,Protein Coding,59,GC04P153684,2.069943905,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR2
CXCR2,C-X-C Motif Chemokine Receptor 2,Protein Coding,57,GC02P218125,2.069943905,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR2
RAN,"RAN, Member RAS Oncogene Family",Protein Coding,50,GC12P130871,2.069943905,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAN
LPAR3,Lysophosphatidic Acid Receptor 3,Protein Coding,50,GC01M084811,2.068529129,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPAR3
E2F7,E2F Transcription Factor 7,Protein Coding,46,GC12M077021,2.068529129,https://www.genecards.org/cgi-bin/carddisp.pl?gene=E2F7
XAF1,XIAP Associated Factor 1,Protein Coding,46,GC17P006757,2.068529129,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XAF1
DPY30,Dpy-30 Histone Methyltransferase Complex Regulatory Subunit,Protein Coding,43,GC02M031867,2.068529129,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPY30
SDC1,Syndecan 1,Protein Coding,50,GC02M020200,2.065628529,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDC1
VTI1A,Vesicle Transport Through Interaction With T-SNAREs 1A,Protein Coding,46,GC10P112446,2.060171604,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VTI1A
MTF2,Metal Response Element Binding Transcription Factor 2,Protein Coding,44,GC01P093079,2.060171604,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTF2
TMPRSS11A,Transmembrane Serine Protease 11A,Protein Coding,43,GC04M067909,2.060171604,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMPRSS11A
BCL2,BCL2 Apoptosis Regulator,Protein Coding,57,GC18M063123,2.048191071,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2
CTSB,Cathepsin B,Protein Coding,59,GC08M011842,2.031603813,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSB
SLC25A5,Solute Carrier Family 25 Member 5,Protein Coding,50,GC0XP119468,2.031603813,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A5
